url|pdf_filename|symbol|title|authors|pdf_url|pdf_language|abstract|meeting|doctype|topics|keywords|countries|pubdate|year
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004910|FCCC-SBI-2008-MISC.8.pdf|FCCC/SBI/2008/MISC.8|Implementation of national adaptation programmes of action including on accessing funds from the Least Developed Countries Fund. Submissions from Parties and relevant organizations.|UNFCCC. Secretariat;Malawi;Maldives;Sri Lanka;UNDP;United Nations Environment Programme (UNEP)|http://unfccc.int/resource/docs/2008/sbi/eng/misc08.pdf|EN|The Subsidiary Body for Implementation (SBI), at its twenty-sixth session, invited Parties and intergovernmental organizations to submit to the secretariat, by 19 September 2008, information on implementation of national adaptation programmes of action, including on accessing funds from the Least Developed Countries Fund, for consideration by the SBI at its twenty-ninth session. The secretariat has received five such submissions. In accordance with the procedure for|Subsidiary Body for Implementation (SBI), Twenty-ninth session, 1-10 December 2008, Poznan, Poland|party submissions|national adaptation programmes of action (NAPA)|financial mechanism;intergovernmental organizations;LDC Fund;least developed countries;NAPA;submissions;UNDP;UNEP;UNFCCC||2008-11-17|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004898|FCCC-SB-2008-INF.7.pdf|FCCC/SB/2008/INF.7|Identifying, analysing and assessing existing and potential new financing resources and relevant vehicles to support the development, deployment, diffusion and transfer of environmentally sound technologies Interim report by the Chair of the Expert Group on Technology Transfer.|UNFCCC. Expert Group on Technology Transfer (EGTT)|http://unfccc.int/resource/docs/2008/sb/eng/inf07.pdf|EN|This document presents the results of the work on financing options for the development and transfer of technologies completed by the Expert Group on Technology Transfer by 31 October 2008. It presents the current situation on financing technology transfer by stages of technological maturity (research and development, demonstration, deployment and diffusion), by specific technologies and by sources (under and outside the Convention). It also summarizes up-to-date|Subsidiary Body for Scientific and Technological Advice (SBSTA), Twenty-ninth session, 1-10 December 2008, Poznan, Poland|meeting papers|environmentally sound technology;technology transfer|EGTT;financing||2008-11-14|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004968|FCCC-KP-CMP-2008-MISC.1-add.1.pdf|FCCC/KP/CMP/2008/MISC.1/add.1|Views from Parties on extending the share of proceeds to assist in meeting the costs of adaptation to joint implementation and emissions trading. Submissions from Parties. Addendum.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/cmp4/eng/misc01a01.pdf|EN|In addition to the five submissions contained in document FCCC/KP/CMP/2008/MISC.1, one further submission was received on 17 October 2008. In accordance with the procedure for miscellaneous documents, this submission is attached and reproduced in the language in which it was received and without formal editing|Conference of the Parties serving as the meeting of the Parties to the Kyoto Protocol (CMP), Fourth session, 1-12 December 2008, Poznan, Poland|party submissions|emissions trading;joint implementation|costs;joint implementation;Kyoto Protocol;submissions;tradeable emission entitlements|Colombia|2008-11-13|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004895|FCCC-SBI-2008-14.pdf|FCCC/SBI/2008/14|Report on the fourteenth meeting of the Least Developed Countries Expert Group. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/sbi/eng/14.pdf|EN|This document reports on the fourteenth meeting of the Least Developed Countries Expert Group (LEG), held in Addis Ababa, Ethiopia, from 29 September to 1 October 2008. It provides a response to the request made by the Subsidiary Body for Implementation, at its twenty-eighth session, for the LEG to report on its progress and show how it has prioritized its work. The report includes a summary of the status of preparation and implementation of national adaptation programmes of action (NAPAs), as provided by the secretariat of the Global Environment Facility (GEF) during the meeting. Discussions held between the LEG, the GEF and two of its agencies on the project approval process and activities of the agencies in NAPA preparation and implementation, are also reported in this document. Results of a survey conducted among least|Subsidiary Body for Implementation (SBI), Twenty-ninth session, 1-10 December 2008, Poznan, Poland|meeting papers|LDC Expert Group (LEG)|GEF;least developed countries;LEG;NAPA;UNFCCC|Ethiopia|2008-11-10|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004881|FCCC-SBSTA-2008-INF.5.pdf|FCCC/SBSTA/2008/INF.5|Progress made in implementing activities under the Nairobi work programme on impacts, vulnerability and adaptation to climate change. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/sbsta/eng/inf05.pdf|EN|This report provides an overview of the progress made in implementing activities under the Nairobi work programme on impacts, vulnerability and adaptation to climate change. The elements of its second phase were defined by the Subsidiary Body for Scientific and Technological Advice (SBSTA) at its twenty-eighth session. The report describes progress made under the different areas of work and how organizations, institutions, experts and the private sector have been engaged in the activities under the work programme during the intersessional period from SBSTA 28 until the date of publication. It also contains summary accounts of how the secretariat is disseminating outcomes to stakeholders of activities relating to the work programme undertaken outside the secretariat. The report concludes with a list of mandated activities that will be addressed before the thirtieth session of the SBSTA|Subsidiary Body for Scientific and Technological Advice (SBSTA), Twenty-ninth session, 1-10 December 2008, Poznan, Poland|reports by the Secretariat|Nairobi work programme|adaptation to climate change;climate impacts;implementation;Nairobi work programme;vulnerability;work programme||2008-10-28|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004961|FCCC-AWGLCA-2008-12-Corr.1.pdf|FCCC/AWGLCA/2008/12/Corr.1|Report of the Ad Hoc Working Group on Long-term Cooperative Action under the Convention on its third session, held in Accra from 21 to 27 August 2008. Corrigendum.|UNFCCC. Ad hoc Working Group on Long-term Cooperative Action under the Convention (AWG-LCA)|http://unfccc.int/resource/docs/2008/awglca3/eng/12c01.pdf|EN|Report of the Ad Hoc Working Group on Long-term Cooperative Action under the Convention on its third session, held in Accra from 21 to 27 August 2008|Accra Climate Change Conference - August 2008, AWG-LCA 3|meeting reports||adaptation to climate change;conference reports;financial resources;mitigation;technology transfer;UNFCCC||2008-10-22|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004911|FCCC-SBI-2008-MISC.9.pdf|FCCC/SBI/2008/MISC.9|Status of implementation of Article 4, paragraph 8, of the Convention, decision 5/CP.7 and decision 1/CP.10. Submissions from Parties and relevant organizations.|UNFCCC. Secretariat;European Community;France;Japan;Sri Lanka;United Nations Developent Programme (UNDP);United Nations Environment Programme (UNEP);World Food Programme (WFP)|http://unfccc.int/resource/docs/2008/sbi/eng/misc09.pdf|EN|The Subsidiary Body for Implementation, at its twenty-eighth session, agreed that the assessment of the status of implementation of Article 4, paragraph 8, of the Convention, decision 5/CP.7 and decision 1/CP.10 referred to in decision 1/CP.10, paragraph 22, will consider further views from Parties and relevant organizations submitted to the secretariat by 19 September 2008 (FCCC/SBI/2008/8, annex III, para. 5 (b)). The secretariat has received six such submissions. In accordance with the procedure for miscellaneous documents, these submissions are attached and reproduced in the language in which they were received and without formal editing|Subsidiary Body for Implementation (SBI), Twenty-ninth session, 1-10 December 2008, Poznan, Poland|party submissions;IGO submissions|impacts of implementation of response measures|adaptation to climate change;agriculture;best practices;capacity building;implementation;policies and measures;submissions;technical cooperation;technology transfer;UNDP;UNEP;UNFCCC|European Community;France;Japan;Sri Lanka|2008-10-21|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004949|FCCC-TP-2008-6.pdf|FCCC/TP/2008/6|Funding adaptation in developing countries: extending the share of proceeds used to assist in meeting the costs of adaptation, and options related to assigned amount units of Parties included in Annex I to the Convention.Technical paper.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/tp/06.pdf|EN|This technical paper analyses options for funding adaptation in developing countries, by extending the share of proceeds or generating revenue from assigned amount units. In conducting this analysis, the paper explores the scale of the funding that could be raised for adaptation under each option, possible impacts of the options on the carbon market and, where appropriate, issues involved in the monetization of Kyoto units provided to the Adaptation Fund|Subsidiary Body for Scientific and Technological Advice (SBSTA), Twenty-ninth session, 1-10 December 2008, Poznan, Poland|technical papers|other funding sources|adaptation to climate change;Annex I Parties;carbon market;costs;developing countries;UNFCCC||2008-10-13|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004953|FCCC-IDR.4-NLD.pdf|FCCC/IDR.4/NLD|Netherlands. Report of the centralized in-depth review of the fourth national communication of the Netherlands.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/idr/nld04.pdf|EN|According to decision 4/CP.8, Parties included in Annex I to the Convention are requested to submit to the secretariat, in accordance with Article 12, paragraphs 1 and 2, of the Convention, a fourth national communication by 1 January 2006. This report presents the results of the in-depth review of the fourth national communication of the Netherlands conducted by an expert review team in accordance with relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;climate impacts;education, training and public awareness;emissions;financial resources;Kyoto Protocol;policies and measures;progress reports;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2008-10-08|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004954|FCCC-IDR.4-ESP.pdf|FCCC/IDR.4/ESP|Spain. Report of the centralized in-depth review of the fourth national communication of Spain.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/idr/esp04.pdf|EN|According to decision 4/CP.8, Parties included in Annex I to the Convention are requested to submit to the secretariat, in accordance with Article 12, paragraphs 1 and 2, of the Convention, a fourth national communication by 1 January 2006. This report presents the results of the in-depth review of the fourth national communication of Spain conducted by an expert review team in accordance with relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;climate impacts;education, training and public awareness;emissions;financial resources;Kyoto Protocol;policies and measures;progress reports;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2008-10-07|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004936|FCCC-KP-CMP-2008-MISC.1.pdf|FCCC/KP/CMP/2008/MISC.1|Views from Parties on extending the share of proceeds to assist in meeting the costs of adaptation to joint implementation and emissions trading. Submissions from Parties.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/cmp4/eng/misc01.pdf|EN|The Subsidiary Body for Implementation (SBI), at its twenty-eighth session, recommended that the Conference of the Parties serving as the meeting of the Parties to the Kyoto Protocol (CMP) give attention, in particular, to the issues listed in decision 4/CMP.3, paragraph 6, and further recommended that the CMP take appropriate action at its fourth session. The SBI further invited Parties to submit to the secretariat, by 19 September 2008, their views on the issue of extending the share of proceeds to assist in meeting the costs of adaptation to joint implementation and emissions trading (FCCC/SBI/2008/8, para. 109 (a)). The secretariat has received five such submissions. In accordance with the procedure for miscellaneous documents, these submissions are attached and reproduced in the language in which they were received and without formal editing. The secretariat has also received submissions from accredited non-governmental organizations. In line with established practice, the secretariat has posted these submission on the UNFCCC website at|Conference of the Parties serving as the meeting of the Parties to the Kyoto Protocol (CMP), Fourth session, 1-12 December 2008, Poznan, Poland|party submissions|emissions trading;joint implementation|costs;joint implementation;Kyoto Protocol;submissions;tradeable emission entitlements|Costa Rica;European Community;France;New Zealand;Norway;South Africa|2008-10-07|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004876|FCCC-SBSTA-2008-10.pdf|FCCC/SBSTA/2008/10|Lessons learned from involving experts in the implementation of the Nairobi work programme on impacts, vulnerability and adaptation to climate change. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/sbsta/eng/10.pdf|EN|Experts have been involved in all activities of the Nairobi work programme on impacts, vulnerability and adaptation to climate change, from mandated submissions and workshops to activities aiming to catalyse new and innovative adaptation action. This document assesses their involvement. Lessons learned relate to the continuation and enhancement of participation of experts from Parties and organizations, as well as individual experts. The assessment also indicates that|Subsidiary Body for Scientific and Technological Advice (SBSTA), Twenty-ninth session, 1-10 December 2008, Poznan, Poland|meeting papers|Nairobi work programme|adaptation to climate change;climate impacts;Nairobi work programme;vulnerability||2008-10-07|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004945|FCCC-IDR.4-PRT.pdf|FCCC/IDR.4/PRT|Portugal. Report of the centralized in-depth review of the fourth national communication of Portugal.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/idr/prt04.pdf|EN|According to decision 4/CP.8, Parties included in Annex I to the Convention are requested to submit to the secretariat, in accordance with Article 12, paragraphs 1 and 2, of the Convention, a fourth national communication by 1 January 2006. This report presents the results of the in-depth review of the fourth national communication of Belgium conducted by an expert review team in accordance with relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;climate impacts;education, training and public awareness;emissions;financial resources;Kyoto Protocol;policies and measures;progress reports;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2008-10-01|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004948|FCCC-AWGLCA-2008-12.pdf|FCCC/AWGLCA/2008/12|Report of the Ad Hoc Working Group on Long-term Cooperative Action under the Convention on its third session, held in Accra from 21 to 27 August 2008.|UNFCCC. Ad hoc Working Group on Long-term Cooperative Action under the Convention (AWG-LCA)|http://unfccc.int/resource/docs/2008/awglca3/eng/12.pdf|EN|Report of the Ad Hoc Working Group on Long-term Cooperative Action under the Convention on its third session, held in Accra from 21 to 27 August 2008|Accra Climate Change Conference - August 2008, AWG-LCA 3|meeting reports||adaptation to climate change;conference reports;financial resources;mitigation;technology transfer;UNFCCC||2008-09-30|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004944|FCCC-IDR.4-BEL.pdf|FCCC/IDR.4/BEL|Belgium. Report of the centralized in-depth review of the fourth national communication of Belgium.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/idr/bel04.pdf|EN|According to decision 4/CP.8, Parties included in Annex I to the Convention are requested to submit to the secretariat, in accordance with Article 12, paragraphs 1 and 2, of the Convention, a fourth national communication by 1 January 2006. This report presents the results of the in-depth review of the fourth national communication of Belgium conducted by an expert review team in accordance with relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;climate impacts;education, training and public awareness;emissions;financial resources;Kyoto Protocol;policies and measures;progress reports;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2008-09-30|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004946|FCCC-IDR.4-BGR.pdf|FCCC/IDR.4/BGR|Bulgaria. Report of the centralized in-depth review of the fourth national communication of Bulgaria.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/idr/bgr04.pdf|EN|According to decision 4/CP.8, Parties included in Annex I to the Convention are requested to submit to the secretariat, in accordance with Article 12, paragraphs 1 and 2, of the Convention, a fourth national communication by 1 January 2006. This report presents the results of the in-depth review of the fourth national communication of Germany conducted by an expert review team in accordance with relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;climate impacts;education, training and public awareness;emissions;financial resources;Kyoto Protocol;policies and measures;progress reports;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2008-09-29|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004929|FCCC-IDR.4-DEU.pdf|FCCC/IDR.4/DEU|Germany. Report of the centralized in-depth review of the fourth national communication of Germany.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/idr/deu04.pdf|EN|According to decision 4/CP.8, Parties included in Annex I to the Convention are requested to submit to the secretariat, in accordance with Article 12, paragraphs 1 and 2, of the Convention, a fourth national communication by 1 January 2006. This report presents the results of the in-depth review of the fourth national communication of Germany conducted by an expert review team in accordance with relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;climate impacts;education, training and public awareness;emissions;financial resources;Kyoto Protocol;policies and measures;progress reports;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2008-09-26|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004928|FCCC-IDR.4-LIE.pdf|FCCC/IDR.4/LIE|Liechtenstein. Report of the centralized in-depth review of the fourth national communication of Liechtenstein.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/idr/lie04.pdf|EN|According to decision 4/CP.8, Parties included in Annex I to the Convention are requested to submit to the secretariat, in accordance with Article 12, paragraphs 1 and 2, of the Convention, a fourth national communication by 1 January 2006. This report presents the results of the in-depth review of the fourth national communication of Liechtenstein conducted by an expert review team in accordance with relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;climate impacts;education, training and public awareness;emissions;financial resources;Kyoto Protocol;policies and measures;progress reports;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2008-09-25|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600005089|FCCC-IDR.4-FRA.pdf|FCCC/IDR.4/FRA|France. Report of the centralized in-depth review of the fourth national communication of France.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/idr/fra04.pdf|EN|According to decision 4/CP.8, Parties included in Annex I to the Convention are requested to submit to the secretariat, in accordance with Article 12, paragraphs 1 and 2, of the Convention, a fourth national communication by 1 January 2006. This report presents the results of the in-depth review of the fourth national communication of France conducted by an expert review team in accordance with relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;climate impacts;education, training and public awareness;emissions;financial resources;Kyoto Protocol;policies and measures;progress reports;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2008-09-19|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004915|FCCC-IDR.4-CZE.pdf|FCCC/IDR.4/CZE|Czech Republic. Report of the centralized in-depth review of the fourth national communication of the Czech Republic.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/idr/cze04.pdf|EN|According to decision 4/CP.8, Parties included in Annex I to the Convention are requested to submit to the secretariat, in accordance with Article 12, paragraphs 1 and 2, of the Convention, a fourth national communication by 1 January 2006. This report presents the results of the in-depth review of the fourth national communication of the Czech Republic conducted by an expert review team in accordance with relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;climate impacts;education, training and public awareness;emissions;financial resources;Kyoto Protocol;policies and measures;progress reports;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2008-09-18|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004877|FCCC-SBSTA-2008-12.pdf|FCCC/SBSTA/2008/12|Summary of the results of the implementation of the Nairobi work programme on impacts, vulnerability and adaptation to climate change for the period up to the twenty-eighth session of the Subsidiary Body for Scientific and Technological Advice. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/sbsta/eng/12.pdf|EN|This document contains the summary report provides an overview of the outcomes of activities under the Nairobi work programme on impacts, vulnerability and adaptation to climate change completed up to the conclusion of the twenty-eighth session of the Subsidiary Body for Scientific and Technological Advice. The report elaborates on the approach taken to implement the work programme and contains information on the outcomes of completed activities undertaken in each of the nine areas of work, on how organizations, institutions, experts, communities and the private sector are engaged in the implementation of the work programme and on how the deliverables of completed activities have been disseminated. The report concludes with issues for further consideration, including those that could be forwarded to the Subsidiary Body for Implementation for its consideration|Subsidiary Body for Scientific and Technological Advice (SBSTA), Twenty-ninth session, 1-10 December 2008, Poznan, Poland|meeting papers|Nairobi work programme|adaptation to climate change;climate impacts;implementation;vulnerability||2008-09-16|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004852|FCCC-AWGLCA-2008-MISC.3-Add.1.pdf|FCCC/AWGLCA/2008/MISC.3/Add.1|Ideas and proposals on the elements contained in paragraph 1 of the Bali Action Plan. Submissions from intergovernmental organizations. Addendum.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/awglca3/eng/misc03a01.pdf|EN|In addition to the seven submissions contained in document FCCC/AWGLCA/2008/MISC.3, two further submissions have been received. As requested by the Ad Hoc Working Group on Long-term Cooperative Action under the Convention, these submissions have been posted on the UNFCCC website. In accordance with the procedure for miscellaneous documents, they are attached and reproduced in the language in which they were received and without formal editing. The secretariat will continue to post on the relevant web page the submissions received after the issuance of the present document|Ad Hoc Working Group on Long-Term Cooperative Action under the Convention (AWGLCA), Third session, 21-27 August 2008, Accra, Ghana|IGO submissions|Bali Action Plan|adaptation to climate change;Bali Action Plan;financial resources;intergovernmental organizations;mitigation;UNFCCC||2008-09-12|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004914|FCCC-IDR.4-MCO.pdf|FCCC/IDR.4/MCO|Monaco. Report of the centralized in-depth review of the fourth national communication of Monaco.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/idr/mco04.pdf|EN|According to decision 4/CP.8, Parties included in Annex I to the Convention are requested to submit to the secretariat, in accordance with Article 12, paragraphs 1 and 2, of the Convention, a fourth national communication by 1 January 2006. This report presents the results of the in-depth review of the fourth national communication of Monaco conducted by an expert review team in accordance with relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;climate impacts;education, training and public awareness;emissions;financial resources;Kyoto Protocol;policies and measures;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2008-09-12|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004874|FCCC-SBSTA-2008-8.pdf|FCCC/SBSTA/2008/8|Report on the workshop on the Fourth Assessment Report of the Intergovernmental Panel on Climate Change. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/sbsta/eng/08.pdf|EN|This document contains a report of the workshop held in Bonn, Germany, during the twenty-eighth session of the Subsidiary Body for Scientific and Technological Advice on the Fourth Assessment Report of the Intergovernmental Panel on Climate Change (IPCC). The workshop consisted of presentations given by experts from each of the Working Groups of the IPCC, addressing the science of climate change, mitigation, adaptation, and climate change and water. An informal discussion among Parties and experts from the IPCC on the contents of the Fourth Assessment Report was held on the same day|Subsidiary Body for Scientific and Technological Advice (SBSTA), Twenty-ninth session, 1-10 December 2008, Poznan, Poland|workshop documents||adaptation to climate change;climate change;conferences;IPCC;mitigation||2008-09-10|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004875|FCCC-SBSTA-2008-9.pdf|FCCC/SBSTA/2008/9|Report on the workshop on climate modelling, scenarios and downscaling under the Nairobi work programme on impacts, vulnerability and adaptation to climate change. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/sbsta/eng/09.pdf|EN|This note provides a summary of the in-session workshop on climate modelling, scenarios and downscaling under the Nairobi work programme on impacts, vulnerability and adaptation to climate change. The workshop was held in Bonn, Germany, on 7 June 2008 during the twenty-eighth sessions of subsidiary bodies. Discussions at the workshop focused on opportunities for, and experiences in, applying climate model outputs and downscaled data to construct regional and|Subsidiary Body for Scientific and Technological Advice (SBSTA), Twenty-ninth session, 1-10 December 2008, Poznan, Poland|workshop documents|assessment of impacts, vulnerability and adaptation|adaptation to climate change;climate impacts;Nairobi work programme;vulnerability||2008-09-10|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004866|FCCC-AWGLCA-2008-L.7.pdf|FCCC/AWGLCA/2008/L.7|Enabling the full, effective and sustained implementation of the Convention through long-term cooperative action now, up to and beyond 2012. Draft conclusions proposed by the Chair.|UNFCCC. Ad hoc Working Group on Long-term Cooperative Action under the Convention (AWG-LCA)|http://unfccc.int/resource/docs/2008/awglca3/eng/l07.pdf|EN||Ad Hoc Working Group on Long-Term Cooperative Action under the Convention (AWGLCA), Third session, 21-27 August 2008, Accra, Ghana|draft conclusions|Bali Action Plan;international cooperation|adaptation to climate change;financial resources;mitigation;science and technology;technology transfer;UNFCCC||2008-08-27|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004864|FCCC-AWGLCA-2008-MISC.2-Add.1.pdf|FCCC/AWGLCA/2008/MISC.2/Add.1|Ideas and proposals on the elements contained in paragraph 1 of the Bali Action Plan. Submissions from Parties. Addendum.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/awglca3/eng/misc02a01.pdf|EN|In addition to the 14 submissions contained in document FCCC/AWGLCA/2008/MISC.2, 13 further submissions have been received. As requested by the AWG-LCA, these submissions have been posted on the UNFCCC website. In accordance with the procedure for miscellaneous documents, they are attached and reproduced in the language in which they were received and without formal editing. The secretariat will continue to post on the relevant web page the submissions received after the issuance of the present document|Ad Hoc Working Group on Long-Term Cooperative Action under the Convention (AWGLCA), Third session, 21-27 August 2008, Accra, Ghana|party submissions|Bali Action Plan|adaptation to climate change;AOSIS;Bali Action Plan;developing countries;financial resources;Group of 77 and China;mitigation;science and technology;Switzerland;technology transfer;UNFCCC|Australia;Barbados;Ghana;Mongolia;Philippines;South Africa;Ukraine|2008-08-27|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004858|FCCC-AWGLCA-2008-MISC.4-Add.1.pdf|FCCC/AWGLCA/2008/MISC.4/Add.1|Ideas and proposals on the subjects of the Ad Hoc Working Group on Long-term Cooperative Action under the Convention workshops scheduled for 2008. Submissions from Parties. Addendum.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2008/awglca3/eng/misc04a01.pdf|EN|In addition to the three submissions contained in document FCCC/AWGLCA/2008/MISC.4, seven further submissions have been received. As requested by the AWG-LCA, these submissions have been posted on the UNFCCC website. In accordance with the procedure for miscellaneous documents, they are attached and reproduced in the language in which they were received and without formal editing. The secretariat will continue to post on the relevant web page the submissions received after the issuance of the present document|Ad Hoc Working Group on Long-Term Cooperative Action under the Convention (AWGLCA), Third session, 21-27 August 2008, Accra, Ghana|party submissions|international cooperation|adaptation to climate change;conferences;deforestation;developing countries;emission reduction;financial resources;forest degradation;forest management;mitigation;science and technology;technology transfer;UNFCCC|Australia;Indonesia;Japan;Mexico;New Zealand;Papua New Guinea|2008-08-26|2008
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600004853|FCCC-AWGLCA-2008-CRP.4.pdf|FCCC/AWGLCA/2008/CRP.4|Report on the workshop on cooperative sectoral approaches and sector-specific actions, in order to enhance implementation of Article 4, paragraph 1 (c), of the Convention. Summary by the chair of the workshop.|UNFCCC. Ad hoc Working Group on Long-term Cooperative Action under the Convention (AWG-LCA)|http://unfccc.int/resource/docs/2008/awglca3/eng/crp04.pdf|EN|This note by the Chair of the AWG-LCA, Mr. Luiz Alberto Figueiredo Machado, summarizes the presentations, exchange of views and discussions by Parties at the workshop on "Cooperative sectoral approaches and sector-specific actions, in order to enhance implementation of Article 4, paragraph 1(c), of the Convention". Background to the discussions in the workshop was provided by Parties submissions specific to this workshop and to the sessions of the AWG-LCA, and by the Chairs summaries of views expressed at the first and second sessions|Ad Hoc Working Group on Long-Term Cooperative Action under the Convention (AWGLCA), Third session, 21-27 August 2008, Accra, Ghana|workshop documents||adaptation to climate change;Bali Action Plan;financial resources;mitigation;science and technology;technology transfer;UNFCCC||2008-08-25|2008
